Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
692,2,2017-01-01 22:25:23,2017-01-01 22:38:05,1,1.1,1,N,167,228,1,14.87,0.5,0.5,1.56,0.0,0.3,17.73,2.5
693,1,2017-01-01 22:25:28,2017-01-01 22:35:04,1,7.17,5,N,20,95,1,25.29,0.0,0.5,3.07,0.0,0.3,29.16,2.5
694,1,2017-01-01 22:25:31,2017-01-01 22:39:01,1,0.7,1,N,176,141,2,12.49,0.0,0.5,0.0,0.0,0.3,13.29,2.5
695,2,2017-01-01 22:26:03,2017-01-01 22:48:29,3,1.4,1,N,233,44,2,15.87,0.0,0.5,0.0,0.0,0.3,16.67,2.5
696,1,2017-01-01 22:26:59,2017-01-01 22:32:41,1,9.96,1,N,112,252,1,28.99,0.0,0.5,3.93,0.0,0.3,33.72,2.5
697,2,2017-01-01 22:30:20,2017-01-01 23:41:22,1,3.83,1,N,154,202,1,47.38,0.0,0.5,5.16,0.0,0.3,53.34,2.5
698,1,2017-01-01 22:33:48,2017-01-01 23:45:24,1,7.63,1,N,132,229,4,55.91,0.5,0.5,0.0,0.0,0.3,57.21,2.5
699,2,2017-01-01 22:34:51,2017-01-01 22:45:25,4,1.61,1,N,50,122,1,12.76,0.5,0.5,1.72,0.0,0.3,15.78,2.5
700,2,2017-01-01 22:36:10,2017-01-01 23:06:17,1,1.01,1,N,175,95,1,19.86,0.5,0.5,2.13,0.0,0.3,23.29,2.5
701,1,2017-01-01 22:37:39,2017-01-01 22:44:08,1,3.12,1,N,24,239,2,10.69,1.0,0.5,0.0,0.0,0.3,12.49,2.5
702,1,2017-01-01 22:40:09,2017-01-01 22:44:54,1,4.04,1,N,206,190,2,10.97,1.0,0.5,0.0,0.0,0.3,12.77,0.0
703,1,2017-01-01 22:45:03,2017-01-01 23:43:05,1,0.84,2,N,3,44,1,34.91,0.5,0.5,7.71,5.76,0.3,49.68,2.5
704,1,2017-01-01 22:46:47,2017-01-01 23:12:55,1,2.91,1,N,39,262,1,22.43,0.0,0.5,4.78,0.0,0.3,28.01,2.5
705,2,2017-01-01 22:47:04,2017-01-01 23:03:48,1,1.55,1,N,248,23,2,13.52,0.5,0.5,0.0,0.0,0.3,14.82,2.5
706,1,2017-01-01 22:48:19,2017-01-01 23:13:45,1,3.05,5,N,42,96,3,22.49,0.0,0.5,0.0,0.0,0.3,23.29,2.5
707,2,2017-01-01 22:49:10,2017-01-01 22:58:34,2,6.19,1,N,252,166,1,23.68,1.0,0.5,4.85,0.0,0.3,30.33,2.5
708,1,2017-01-01 22:54:04,2017-01-01 23:10:14,1,2.36,1,N,72,130,1,16.93,0.0,0.5,3.88,0.0,0.3,21.61,2.5
709,2,2017-01-01 22:56:59,2017-01-01 23:14:46,1,7.02,2,N,156,164,2,27.67,0.0,0.5,0.0,5.76,0.3,34.23,0.0
710,2,2017-01-01 22:59:20,2017-01-01 23:04:48,4,2.43,1,N,131,156,1,13.49,0.5,0.5,1.42,0.0,0.3,16.21,2.5
711,2,2017-01-01 23:04:51,2017-01-01 23:38:34,1,5.72,1,N,117,239,1,33.83,0.5,0.5,7.44,0.0,0.3,42.57,2.5
712,2,2017-01-01 23:07:33,2017-01-01 23:18:31,1,5.55,1,N,244,85,2,21.07,0.5,0.5,0.0,0.0,0.3,22.37,2.5
713,1,2017-01-01 23:09:05,2017-01-01 23:15:41,1,4.69,1,N,87,187,2,17.55,0.5,0.5,0.0,0.0,0.3,18.85,2.5
714,1,2017-01-01 23:12:21,2017-01-02 00:01:22,1,3.42,1,N,131,15,2,36.3,0.0,0.5,0.0,0.0,0.3,37.1,2.5
715,2,2017-01-01 23:18:24,2017-01-01 23:54:06,1,10.83,6,N,143,260,1,49.61,0.5,0.5,5.51,0.0,0.3,56.42,2.5
716,2,2017-01-01 23:18:55,2017-01-01 23:31:54,1,3.41,1,N,259,127,1,18.25,0.5,0.5,1.97,0.0,0.3,21.52,2.5
717,2,2017-01-01 23:19:28,2017-01-01 23:25:43,1,5.03,1,N,222,166,1,17.12,0.5,0.5,3.79,0.0,0.3,22.21,2.5
718,1,2017-01-01 23:23:02,2017-01-01 23:44:50,1,0.97,1,N,229,140,1,14.94,0.0,0.5,2.98,0.0,0.3,18.72,2.5
719,2,2017-01-01 23:23:06,2017-01-01 23:38:56,1,5.03,1,N,141,172,1,22.94,0.0,0.5,2.5,0.0,0.3,26.24,2.5
720,2,2017-01-01 23:23:20,2017-01-02 00:33:19,1,6.22,1,N,9,218,2,54.56,0.0,0.5,0.0,0.0,0.3,55.36,2.5
721,1,2017-01-01 23:25:50,2017-01-02 00:04:24,1,2.16,1,N,160,153,1,27.48,0.0,0.5,4.33,0.0,0.3,32.61,2.5
722,1,2017-01-01 23:25:53,2017-01-01 23:36:50,1,7.45,1,N,53,22,2,27.01,0.0,0.5,0.0,0.0,0.3,27.81,2.5
723,2,2017-01-01 23:26:54,2017-01-02 00:08:49,1,1.39,1,N,237,7,2,25.57,0.0,0.5,0.0,0.0,0.3,26.37,2.5
724,2,2017-01-01 23:27:10,2017-01-02 00:06:05,1,1.42,1,N,6,108,3,24.24,1.0,0.5,0.0,0.0,0.3,26.04,2.5
725,2,2017-01-01 23:27:28,2017-01-01 23:31:54,2,3.91,1,N,240,58,1,12.59,0.0,0.5,2.16,0.0,0.3,15.55,2.5
726,1,2017-01-01 23:29:09,2017-01-01 23:51:53,1,3.75,1,N,113,150,1,23.55,1.0,0.5,5.03,0.0,0.3,30.38,2.5
727,2,2017-01-01 23:30:38,2017-01-02 00:05:56,1,1.93,1,N,147,51,1,24.27,0.0,0.5,3.14,0.0,0.3,28.21,2.5
728,1,2017-01-01 23:32:45,2017-01-01 23:44:05,1,1.15,1,N,78,162,1,9.8,0.0,0.5,2.24,0.0,0.3,12.84,2.5
729,1,2017-01-01 23:33:47,2017-01-01 23:40:08,1,7.01,1,N,265,9,1,22.52,0.0,0.5,3.46,0.0,0.3,26.78,2.5
730,1,2017-01-01 23:34:16,2017-01-02 01:34:16,3,0.89,3,N,129,124,2,64.31,0.5,0.5,0.0,6.12,0.3,71.73,2.5
731,2,2017-01-01 23:42:11,2017-01-02 00:28:14,1,4.04,1,N,15,235,1,37.98,1.0,0.5,7.93,0.0,0.3,47.71,2.5
732,2,2017-01-01 23:43:01,2017-01-02 00:01:26,1,1.54,1,N,145,240,1,15.96,0.0,0.5,2.01,0.0,0.3,18.77,0.0
733,2,2017-01-01 23:48:43,2017-01-01 23:52:09,1,3.55,1,N,185,36,3,14.66,1.0,0.5,0.0,0.0,0.3,16.46,0.0
734,1,2017-01-01 23:51:49,2017-01-02 00:03:22,1,2.64,1,N,14,262,1,12.5,1.0,0.5,1.83,0.0,0.3,16.13,2.5
735,2,2017-01-01 23:54:41,2017-01-02 00:55:56,2,9.98,1,N,145,108,1,56.93,0.0,0.5,10.47,0.0,0.3,68.2,2.5
736,1,2017-01-01 23:54:43,2017-01-02 00:34:17,1,8.25,1,N,68,256,1,44.87,0.0,0.5,5.43,0.0,0.3,51.1,2.5
737,2,2017-01-01 23:55:51,2017-01-02 00:08:40,1,2.55,3,N,37,79,1,15.0,1.0,0.5,3.62,8.0,0.3,28.42,0.0
738,1,2017-01-01 23:57:19,2017-01-02 00:08:12,3,6.96,1,N,51,146,1,29.7,0.0,0.5,5.02,0.0,0.3,35.52,2.5
739,1,2017-01-02 00:00:30,2017-01-02 00:43:40,1,0.72,1,N,221,158,2,27.64,0.0,0.5,0.0,0.0,0.3,28.44,0.0
740,2,2017-01-02 00:00:33,2017-01-02 00:13:39,1,2.62,1,N,37,256,2,16.14,0.0,0.5,0.0,0.0,0.3,16.94,2.5
741,1,2017-01-02 00:03:06,2017-01-02 00:17:21,1,2.37,1,N,23,180,1,15.17,1.0,0.5,1.64,0.0,0.3,18.61,2.5
742,2,2017-01-02 00:03:46,2017-01-02 00:24:49,1,0.63,1,N,201,109,2,16.17,0.0,0.5,0.0,0.0,0.3,16.97,2.5
743,2,2017-01-02 00:07:49,2017-01-02 00:31:21,1,2.07,1,N,235,162,2,20.66,0.0,0.5,0.0,0.0,0.3,21.46,2.5
744,1,2017-01-02 00:12:20,2017-01-02 00:19:32,1,6.93,3,N,48,61,1,24.93,0.5,0.5,4.84,5.76,0.3,36.83,2.5
745,2,2017-01-02 00:12:23,2017-01-02 00:36:24,2,3.33,5,N,212,8,2,24.25,1.0,0.5,0.0,0.0,0.3,26.05,0.0
746,1,2017-01-02 00:12:47,2017-01-02 00:20:32,2,4.32,1,N,184,35,1,14.89,0.0,0.5,1.72,0.0,0.3,17.41,2.5
747,2,2017-01-02 00:14:37,2017-01-02 00:53:18,1,1.28,1,N,174,144,1,25.11,0.0,0.5,4.91,0.0,0.3,30.82,2.5
748,2,2017-01-02 00:15:17,2017-01-02 00:27:35,1,1.48,1,N,139,192,1,10.46,0.0,0.5,1.15,0.0,0.3,12.41,2.5
749,2,2017-01-02 00:16:16,2017-01-02 00:35:23,6,2.64,1,N,198,86,1,18.12,0.5,0.5,3.17,0.0,0.3,22.59,2.5
750,1,2017-01-02 00:16:38,2017-01-02 00:18:43,2,3.77,1,N,108,116,2,10.66,1.0,0.5,0.0,0.0,0.3,12.46,0.0
751,2,2017-01-02 00:16:48,2017-01-02 00:44:51,1,4.58,1,N,54,75,2,27.4,0.0,0.5,0.0,0.0,0.3,28.2,2.5
752,2,2017-01-02 00:21:46,2017-01-02 00:52:41,1,2.98,1,N,127,261,1,23.42,0.5,0.5,4.51,0.0,0.3,29.23,2.5
753,1,2017-01-02 00:21:48,2017-01-02 00:32:39,1,1.9,1,N,123,226,2,12.61,0.5,0.5,0.0,0.0,0.3,13.91,2.5
754,1,2017-01-02 00:22:03,2017-01-02 00:28:01,1,1.97,1,N,224,25,1,10.05,0.0,0.5,1.39,0.0,0.3,12.24,2.5
755,2,2017-01-02 00:23:23,2017-01-02 00:29:13,2,1.74,1,N,203,179,1,11.22,0.5,0.5,1.13,0.0,0.3,13.65,2.5
756,2,2017-01-02 00:24:45,2017-01-02 00:40:22,1,1.67,1,N,110,246,1,14.72,0.0,0.5,2.97,0.0,0.3,18.49,0.0
757,2,2017-01-02 00:26:11,2017-01-02 00:33:19,6,1.52,3,Y,164,145,1,12.15,0.5,0.5,2.24,5.76,0.3,21.45,2.5
758,2,2017-01-02 00:28:42,2017-01-02 00:43:36,1,4.34,5,N,73,122,1,21.48,0.5,0.5,5.27,0.0,0.3,28.05,2.5
759,2,2017-01-02 00:33:10,2017-01-02 00:50:06,1,3.02,1,N,220,224,1,18.24,0.0,0.5,4.02,0.0,0.3,23.06,0.0
760,1,2017-01-02 00:34:35,2017-01-02 00:52:54,1,4.32,1,N,4,120,1,24.71,0.5,0.5,5.66,0.0,0.3,31.67,2.5
761,1,2017-01-02 00:36:27,2017-01-02 01:19:12,1,2.33,1,N,245,61,2,26.98,0.5,0.5,0.0,0.0,0.3,28.28,0.0
762,1,2017-01-02 00:36:53,2017-01-02 01:15:55,3,2.72,1,N,253,169,1,29.01,0.0,0.5,6.29,0.0,0.3,36.1,2.5
763,2,2017-01-02 00:38:39,2017-01-02 00:56:04,1,0.73,1,N,150,227,1,11.14,1.0,0.5,1.89,0.0,0.3,14.83,0.0
764,1,2017-01-02 00:39:12,2017-01-02 01:04:09,2,5.11,1,N,7,137,1,29.64,0.0,0.5,5.22,0.0,0.3,35.66,2.5
765,2,2017-01-02 00:39:30,2017-01-02 01:00:09,1,3.88,1,N,194,247,2,22.66,0.5,0.5,0.0,0.0,0.3,23.96,2.5
766,2,2017-01-02 00:42:28,2017-01-02 01:26:11,1,3.19,1,N,224,186,2,33.38,0.0,0.5,0.0,0.0,0.3,34.18,2.5
767,2,2017-01-02 00:43:28,2017-01-02 01:00:49,1,5.77,1,N,18,220,1,26.31,0.5,0.5,4.32,0.0,0.3,31.93,2.5
768,1,2017-01-02 00:44:42,2017-01-02 01:14:40,1,10.39,1,N,71,59,1,43.72,0.0,0.5,5.13,0.0,0.3,49.65,0.0
769,2,2017-01-02 00:46:53,2017-01-02 02:00:31,1,1.61,1,N,85,104,1,43.69,1.0,0.5,6.61,0.0,0.3,52.1,2.5
770,1,2017-01-02 00:47:10,2017-01-02 01:08:19,5,8.39,1,N,94,144,1,30.71,1.0,0.5,4.73,0.0,0.3,37.24,2.5
771,2,2017-01-02 00:49:16,2017-01-02 01:00:32,1,7.48,1,N,230,3,1,25.41,0.0,0.5,3.5,0.0,0.3,29.71,2.5
772,1,2017-01-02 00:51:33,2017-01-02 01:03:10,1,2.13,1,N,131,127,1,14.21,0.0,0.5,2.99,0.0,0.3,18.0,0.0
773,1,2017-01-02 00:52:52,2017-01-02 01:02:17,1,1.28,1,N,121,75,1,7.14,0.0,0.5,1.63,0.0,0.3,9.57,2.5
774,2,2017-01-02 00:53:16,2017-01-02 01:20:09,1,3.58,1,N,114,128,2,25.03,0.0,0.5,0.0,0.0,0.3,25.83,2.5
775,1,2017-01-02 00:54:49,2017-01-02 01:15:09,6,6.77,1,N,134,111,2,30.56,1.0,0.5,0.0,0.0,0.3,32.36,0.0
776,1,2017-01-02 01:02:43,2017-01-02 01:15:00,3,1.13,1,N,164,129,2,12.27,0.0,0.5,0.0,0.0,0.3,13.07,2.5
777,2,2017-01-02 01:09:13,2017-01-02 01:55:40,1,1.14,1,N,151,233,2,29.13,0.0,0.5,0.0,0.0,0.3,29.93,2.5
778,2,2017-01-02 01:12:08,2017-01-02 01:24:07,3,4.5,1,N,217,118,1,18.12,0.5,0.5,3.86,0.0,0.3,23.28,2.5
779,2,2017-01-02 01:12:24,2017-01-02 01:29:17,1,3.22,1,N,140,120,1,19.62,0.5,0.5,3.29,0.0,0.3,24.21,0.0
780,2,2017-01-02 01:12:42,2017-01-02 01:21:50,1,5.51,1,N,158,108,1,21.11,0.0,0.5,2.12,0.0,0.3,24.03,2.5
781,2,2017-01-02 01:17:05,2017-01-02 01:31:42,1,3.61,1,N,185,218,1,16.27,0.0,0.5,3.08,0.0,0.3,20.15,2.5
782,1,2017-01-02 01:21:28,2017-01-02 01:30:28,1,3.83,4,N,73,91,2,14.61,0.0,0.5,0.0,0.0,0.3,15.41,2.5
783,1,2017-01-02 01:23:33,2017-01-02 01:38:14,4,3.27,1,N,214,88,2,18.04,0.0,0.5,0.0,0.0,0.3,18.84,2.5
784,1,2017-01-02 01:25:30,2017-01-02 01:33:04,5,2.99,1,N,200,130,2,13.6,0.5,0.5,0.0,0.0,0.3,14.9,0.0
785,2,2017-01-02 01:29:49,2017-01-02 01:40:51,1,4.75,1,N,233,100,2,21.32,0.5,0.5,0.0,0.0,0.3,22.62,2.5
786,2,2017-01-02 01:29:52,2017-01-02 01:39:27,1,1.05,1,N,252,117,1,11.76,1.0,0.5,2.24,0.0,0.3,15.8,2.5
787,1,2017-01-02 01:30:09,2017-01-02 01:40:04,6,2.8,1,N,143,229,2,14.11,0.0,0.5,0.0,0.0,0.3,14.91,2.5
788,2,2017-01-02 01:39:15,2017-01-02 01:47:37,3,2.08,1,N,108,170,1,9.59,0.5,0.5,1.28,0.0,0.3,12.17,2.5
789,2,2017-01-02 01:39:31,2017-01-02 01:51:54,1,2.0,1,N,11,214,1,14.59,0.0,0.5,1.63,0.0,0.3,17.02,0.0
790,1,2017-01-02 01:41:22,2017-01-02 01:44:03,1,4.64,1,N,170,220,1,16.37,0.0,0.5,3.44,0.0,0.3,20.61,2.5
791,2,2017-01-02 01:43:02,2017-01-02 02:08:05,3,5.35,1,N,201,54,1,27.06,0.5,0.5,2.76,0.0,0.3,31.12,2.5
792,2,2017-01-02 01:45:35,2017-01-02 02:04:36,1,5.23,3,N,201,140,1,23.02,0.5,0.5,3.13,6.12,0.3,33.57,0.0
793,2,2017-01-02 01:45:51,2017-01-02 02:05:03,4,5.33,1,N,64,195,1,22.88,0.0,0.5,4.68,0.0,0.3,28.36,0.0
794,1,2017-01-02 01:49:27,2017-01-02 02:03:13,1,3.57,1,Y,217,169,1,19.35,0.0,0.5,4.71,0.0,0.3,24.86,2.5
795,2,2017-01-02 01:49:43,2017-01-02 02:27:04,3,0.99,1,N,175,85,2,24.22,0.5,0.5,0.0,0.0,0.3,25.52,2.5
796,2,2017-01-02 01:52:01,2017-01-02 02:01:24,1,2.41,1,N,190,69,1,13.2,0.5,0.5,2.24,0.0,0.3,16.74,2.5
797,2,2017-01-02 01:53:11,2017-01-02 01:57:53,5,4.04,1,N,20,175,2,12.58,0.5,0.5,0.0,0.0,0.3,13.88,2.5
798,2,2017-01-02 01:54:37,2017-01-02 02:13:14,1,3.24,1,N,199,12,1,21.91,0.5,0.5,2.9,0.0,0.3,26.11,2.5
799,2,2017-01-02 01:59:57,2017-01-02 02:58:27,5,5.66,1,N,83,228,2,46.82,1.0,0.5,0.0,0.0,0.3,48.62,0.0
800,2,2017-01-02 02:01:52,2017-01-02 02:44:12,1,3.65,1,N,207,79,1,35.22,0.0,0.5,8.14,0.0,0.3,44.16,2.5
801,1,2017-01-02 02:03:05,2017-01-02 02:32:16,1,3.12,1,N,248,231,2,24.59,0.0,0.5,0.0,0.0,0.3,25.39,2.5
802,2,2017-01-02 02:08:24,2017-01-02 03:23:36,5,1.6,2,N,74,160,2,44.02,0.0,0.5,0.0,8.0,0.3,52.82,2.5
803,2,2017-01-02 02:08:35,2017-01-02 02:20:07,2,2.26,1,N,180,77,2,13.87,0.0,0.5,0.0,0.0,0.3,14.67,0.0
804,1,2017-01-02 02:09:01,2017-01-02 02:20:09,2,6.25,1,N,91,260,2,24.88,0.5,0.5,0.0,0.0,0.3,26.18,2.5
805,2,2017-01-02 02:11:38,2017-01-02 02:24:26,1,2.31,1,N,169,4,1,15.83,0.5,0.5,3.08,0.0,0.3,20.21,2.5
806,2,2017-01-02 02:12:37,2017-01-02 02:15:17,1,5.29,1,N,199,15,2,16.06,0.5,0.5,0.0,0.0,0.3,17.36,2.5
807,2,2017-01-02 02:15:54,2017-01-02 02:58:27,1,0.78,1,N,72,97,1,24.18,0.0,0.5,5.06,0.0,0.3,30.04,2.5
808,2,2017-01-02 02:18:33,2017-01-02 02:33:49,4,1.56,1,N,236,141,1,12.46,0.0,0.5,1.73,0.0,0.3,14.99,2.5
809,1,2017-01-02 02:19:18,2017-01-02 02:29:07,1,0.86,1,N,109,33,1,10.4,0.5,0.5,2.59,0.0,0.3,14.29,0.0
810,2,2017-01-02 02:19:32,2017-01-02 02:32:46,2,0.53,1,N,217,43,1,9.86,0.5,0.5,1.18,0.0,0.3,12.34,2.5
811,2,2017-01-02 02:20:48,2017-01-02 02:28:37,1,0.74,1,N,140,2,1,9.68,0.5,0.5,1.15,0.0,0.3,12.13,2.5
812,1,2017-01-02 02:21:40,2017-01-02 02:37:21,1,2.56,1,N,137,87,2,17.78,0.0,0.5,0.0,0.0,0.3,18.58,2.5
813,2,2017-01-02 02:21:53,2017-01-02 02:32:26,3,8.63,1,N,164,161,1,31.7,0.5,0.5,6.03,0.0,0.3,39.03,2.5
814,2,2017-01-02 02:23:03,2017-01-02 02:33:57,1,0.87,1,N,26,23,2,10.22,0.5,0.5,0.0,0.0,0.3,11.52,2.5
815,2,2017-01-02 02:25:07,2017-01-02 02:33:14,2,2.95,1,N,33,5,1,11.72,0.5,0.5,1.95,0.0,0.3,14.97,2.5
816,2,2017-01-02 02:27:27,2017-01-02 02:42:55,2,2.45,1,N,165,77,1,15.1,0.0,0.5,2.03,0.0,0.3,17.93,2.5
817,1,2017-01-02 02:30:40,2017-01-02 02:41:14,1,3.01,1,N,192,2,2,14.62,0.5,0.5,0.0,0.0,0.3,15.92,2.5
818,1,2017-01-02 02:34:39,2017-01-02 03:13:30,1,2.45,1,N,82,54,1,25.69,0.5,0.5,4.79,0.0,0.3,31.78,0.0
819,1,2017-01-02 02:36:24,2017-01-02 02:58:17,2,1.75,1,N,13,105,2,15.61,0.5,0.5,0.0,0.0,0.3,16.91,0.0
820,2,2017-01-02 02:36:31,2017-01-02 02:42:31,2,0.54,1,Y,237,97,1,7.82,0.0,0.5,1.33,0.0,0.3,9.95,0.0
821,1,2017-01-02 02:45:08,2017-01-02 03:08:10,1,4.44,1,N,222,62,1,23.99,0.0,0.5,4.92,0.0,0.3,29.71,2.5
822,1,2017-01-02 02:45:51,2017-01-02 03:04:54,6,6.25,1,N,229,221,1,30.92,1.0,0.5,3.83,0.0,0.3,36.55,2.5
823,1,2017-01-02 02:49:06,2017-01-02 03:04:51,3,2.83,1,N,62,264,1,17.49,1.0,0.5,1.82,0.0,0.3,21.11,2.5
824,2,2017-01-02 02:50:52,2017-01-02 03:04:18,2,3.01,1,N,139,130,1,16.68,0.5,0.5,1.9,0.0,0.3,19.88,0.0
825,2,2017-01-02 02:51:54,2017-01-02 03:26:04,1,1.05,1,N,4,102,2,21.89,0.0,0.5,0.0,0.0,0.3,22.69,2.5
826,1,2017-01-02 02:52:37,2017-01-02 02:59:31,1,1.99,1,N,262,162,2,11.22,0.0,0.5,0.0,0.0,0.3,12.02,0.0
827,1,2017-01-02 02:53:44,2017-01-02 03:08:02,1,4.32,1,N,260,107,1,21.5,0.0,0.5,3.22,0.0,0.3,25.52,2.5
828,2,2017-01-02 02:55:29,2017-01-02 03:00:07,1,1.36,1,N,158,77,1,10.42,0.0,0.5,1.37,0.0,0.3,12.59,2.5
829,2,2017-01-02 03:00:19,2017-01-02 03:22:06,2,2.67,1,N,93,103,2,21.66,0.0,0.5,0.0,0.0,0.3,22.46,0.0
830,1,2017-01-02 03:02:14,2017-01-02 03:16:34,1,14.51,1,N,134,189,2,45.71,0.5,0.5,0.0,0.0,0.3,47.01,0.0
831,2,2017-01-02 03:06:24,2017-01-02 03:13:57,1,3.41,1,N,78,259,2,14.48,0.0,0.5,0.0,0.0,0.3,15.28,2.5
832,1,2017-01-02 03:15:22,2017-01-02 03:32:26,2,1.25,1,N,95,59,2,14.58,0.0,0.5,0.0,0.0,0.3,15.38,2.5
833,1,2017-01-02 03:15:45,2017-01-02 03:54:43,1,23.44,2,N,221,248,1,82.85,0.0,0.5,10.76,6.12,0.3,100.53,2.5
834,2,2017-01-02 03:19:20,2017-01-02 03:35:33,1,3.83,1,N,149,40,1,20.23,0.0,0.5,2.12,0.0,0.3,23.15,2.5
835,1,2017-01-02 03:23:37,2017-01-02 03:28:35,1,1.57,1,N,55,239,1,9.89,0.0,0.5,1.65,0.0,0.3,12.34,2.5
836,2,2017-01-02 03:23:47,2017-01-02 03:38:35,1,2.69,1,N,47,165,1,17.52,0.5,0.5,3.77,0.0,0.3,22.59,2.5
837,1,2017-01-02 03:31:35,2017-01-02 03:50:01,1,0.81,1,N,210,258,1,15.09,0.0,0.5,3.55,0.0,0.3,19.44,2.5
838,2,2017-01-02 03:32:56,2017-01-02 03:42:10,4,1.57,1,N,109,14,2,12.93,0.0,0.5,0.0,0.0,0.3,13.73,2.5
839,2,2017-01-02 03:34:55,2017-01-02 04:45:51,1,5.58,1,Y,172,110,2,51.89,0.0,0.5,0.0,0.0,0.3,52.69,0.0
840,1,2017-01-02 03:35:12,2017-01-02 03:40:38,1,1.15,1,N,218,138,1,7.26,0.0,0.5,1.76,0.0,0.3,9.82,2.5
841,2,2017-01-02 03:35:15,2017-01-02 03:37:46,1,1.0,1,N,9,109,2,5.42,0.5,0.5,0.0,0.0,0.3,6.72,2.5
842,1,2017-01-02 03:35:33,2017-01-02 03:43:20,1,5.87,2,N,114,238,1,22.89,0.0,0.5,4.46,8.0,0.3,36.15,2.5
843,2,2017-01-02 03:35:36,2017-01-02 03:39:26,1,15.06,1,N,261,79,1,40.22,0.0,0.5,7.34,0.0,0.3,48.36,0.0
844,1,2017-01-02 03:38:30,2017-01-02 04:07:33,1,4.38,1,N,41,79,2,24.11,0.0,0.5,0.0,0.0,0.3,24.91,0.0
845,1,2017-01-02 03:41:35,2017-01-02 04:13:07,1,10.93,1,N,137,128,2,44.05,0.5,0.5,0.0,0.0,0.3,45.35,2.5
846,1,2017-01-02 03:42:36,2017-01-02 03:47:27,1,1.23,1,N,157,99,1,3.62,0.0,0.5,0.46,0.0,0.3,4.88,2.5
847,2,2017-01-02 03:43:17,2017-01-02 03:50:17,1,4.11,1,N,42,229,1,17.7,1.0,0.5,1.96,0.0,0.3,21.46,2.5
848,2,2017-01-02 03:47:15,2017-01-02 03:53:39,1,6.77,1,N,47,36,2,24.01,0.5,0.5,0.0,0.0,0.3,25.31,2.5
849,2,2017-01-02 03:48:34,2017-01-02 04:03:19,1,1.98,5,N,68,182,1,13.3,0.0,0.5,2.87,0.0,0.3,16.97,2.5
850,1,2017-01-02 03:49:25,2017-01-02 04:10:15,1,1.42,1,N,23,177,1,16.84,1.0,0.5,3.82,0.0,0.3,22.46,2.5
851,2,2017-01-02 03:51:27,2017-01-02 04:34:10,1,2.68,2,N,256,91,2,29.87,1.0,0.5,0.0,5.76,0.3,37.43,2.5
852,1,2017-01-02 03:52:31,2017-01-02 04:12:42,5,3.78,1,N,21,233,1,23.66,0.5,0.5,3.37,0.0,0.3,28.33,2.5
853,2,2017-01-02 03:54:40,2017-01-02 04:06:30,1,2.45,1,N,28,42,1,12.4,0.5,0.5,1.48,0.0,0.3,15.18,0.0
854,1,2017-01-02 03:55:50,2017-01-02 04:07:18,2,3.39,1,N,251,15,2,15.26,0.0,0.5,0.0,0.0,0.3,16.06,2.5
855,1,2017-01-02 04:00:21,2017-01-02 04:16:24,1,1.13,1,N,45,40,1,11.82,0.0,0.5,2.7,0.0,0.3,15.32,2.5
856,1,2017-01-02 04:02:01,2017-01-02 04:18:46,1,3.63,1,N,252,30,1,21.69,0.5,0.5,2.91,0.0,0.3,25.9,2.5
857,2,2017-01-02 04:03:16,2017-01-02 04:17:02,3,5.12,1,N,39,104,1,22.88,0.0,0.5,2.4,0.0,0.3,26.08,2.5
858,2,2017-01-02 04:04:05,2017-01-02 04:20:08,1,3.57,2,N,89,143,2,19.57,0.5,0.5,0.0,6.12,0.3,26.99,0.0
859,1,2017-01-02 04:08:24,2017-01-02 04:23:09,1,1.62,1,N,10,161,1,15.59,0.0,0.5,2.7,0.0,0.3,19.09,2.5
860,2,2017-01-02 04:08:50,2017-01-02 04:14:15,1,0.87,1,N,216,255,1,7.51,0.0,0.5,0.92,0.0,0.3,9.23,0.0
861,2,2017-01-02 04:11:56,2017-01-02 04:28:34,1,3.12,1,N,48,111,1,17.25,0.5,0.5,2.38,0.0,0.3,20.93,0.0
862,2,2017-01-02 04:16:10,2017-01-02 04:24:17,1,1.89,1,N,250,129,2,11.74,0.0,0.5,0.0,0.0,0.3,12.54,2.5
863,1,2017-01-02 04:16:16,2017-01-02 04:33:35,2,9.77,2,N,124,147,1,36.44,0.5,0.5,8.84,8.0,0.3,54.58,0.0
864,1,2017-01-02 04:16:44,2017-01-02 04:37:51,2,8.4,1,N,258,198,2,33.42,0.0,0.5,0.0,0.0,0.3,34.22,2.5
865,2,2017-01-02 04:17:31,2017-01-02 04:51:42,1,0.71,1,N,80,198,2,22.68,0.0,0.5,0.0,0.0,0.3,23.48,2.5
866,1,2017-01-02 04:17:37,2017-01-02 04:32:16,2,2.38,1,N,176,261,1,17.54,1.0,0.5,2.09,0.0,0.3,21.43,2.5
867,1,2017-01-02 04:19:22,2017-01-02 04:28:57,2,1.64,1,N,156,230,1,10.01,1.0,0.5,1.06,0.0,0.3,12.87,0.0
868,2,2017-01-02 04:19:32,2017-01-02 04:46:37,1,1.19,1,N,128,238,1,17.34,0.0,0.5,3.23,0.0,0.3,21.37,2.5
